,Released,Movie,Genre,Budget,Revenue,Trailer,Year
401,10/18/02 0:00,Adrenaline Rush: The Science of Risk,Documentary,,16933791,,2002
402,9/21/07 0:00,Adrift in Manhattan,Drama,,0,,2007
403,2/14/14 0:00,Adult World,Comedy,,19731,,2014
404,12/31/08 0:00,Adulthood,Drama,,0,,2008
405,2/25/13 0:00,Adventure Coral Reef 3D: Under the Sea of Egypt,Documentary,,0,,2013
406,1/1/75 0:00,The Adventure of Sherlock Holmes' Smarter Brother,Comedy,,20000000,,1975
407,12/31/10 0:00,The Adventure Scouts,,,0,,2010
408,4/3/09 0:00,Adventureland,Black Comedy,9800000,16044025,,2009
409,12/31/11 0:00,The Adventurer's Handbook,Comedy,,0,,2011
410,7/3/87 0:00,Adventures in Babysitting,Comedy,,33790923,,1987
411,3/20/12 0:00,Adventures in Lalaloopsy Land: The Search for Pillow,,,0,,2012
412,10/18/13 0:00,Adventures in the Sin Bin,Comedy,,0,,2013
413,12/31/10 0:00,Adventures of A Teenage Dragon Slayer,Adventure,,0,,2010
414,5/21/13 0:00,Adventures of Bailey: A Night in Cowtown,Adventure,,0,,2013
415,3/10/89 0:00,The Adventures of Baron Munchausen,Comedy,,8040008,,1989
416,8/19/83 0:00,The Adventures of Bob & Doug McKenzie: Strange Brew,Comedy,,7035618,,1983
417,3/21/06 0:00,The Adventures of Brer Rabbit,Action,,0,,2006
418,12/31/11 0:00,The Adventures of Brigadier Gerard,Comedy,,0,,2011
419,8/10/84 0:00,The Adventures of Buckaroo Banzai Across the 8th Dimension,Adventure,,6300000,,1984
420,12/31/08 0:00,The Adventures of Charlotte and Henry,,,0,,2008
421,12/31/10 0:00,The Adventures of Clutch Powers,,,0,,2010
422,12/1/48 0:00,"Adventures of Don Juan, The",Adventure,,0,,1948
423,10/1/99 0:00,The Adventures of Elmo in Grouchland,Comedy,17000000,11634458,,1999
424,7/11/90 0:00,The Adventures of Ford Fairlane,Comedy,,20423389,,1990
425,4/2/93 0:00,The Adventures of Huck Finn,Adventure,6500000,24103594,,1993
426,10/5/49 0:00,The Adventures of Ichabod and Mr. Toad,Adventure,,0,,1949
427,1/17/86 0:00,The Adventures of Mark Twain,Adventure,,646803,,1986
428,12/31/12 0:00,The Adventures of Mickey Matson and the Copperhead Treasure,,,0,,2012
429,7/23/04 0:00,The Adventures of Ociee Nash,Drama,,0,,2004
430,7/26/96 0:00,The Adventures of Pinocchio,Adventure,25000000,15382170,,1996
431,8/16/02 0:00,The Adventures of Pluto Nash,Comedy,100000000,4411102,,2002
432,10/9/09 0:00,Adventures of Power,Comedy,,17738,,2009
433,8/10/94 0:00,"The Adventures of Priscilla, Queen of the Desert",Comedy,,11059000,,1994
434,6/30/00 0:00,The Adventures of Rocky & Bullwinkle,Comedy,76000000,26000610,,2000
435,8/6/99 0:00,The Adventures of Sebastian Cole,Comedy,,100041,,1999
436,6/10/05 0:00,The Adventures of Sharkboy and Lavagirl in 3-D,Adventure,50000000,39177684,,2005
437,12/31/39 0:00,The Adventures of Sherlock Holmes,Thriller/Suspense,,0,,1939
438,1/17/86 0:00,The Adventures of the American Rabbit,Adventure,,1023042,,1986
439,12/6/13 0:00,Adventures of the Penguin King,Adventure,,0,,2013
440,12/25/75 0:00,The Adventures of the Wilderness Family,Adventure,,28819175,,1975
441,12/31/95 0:00,Adventures of the Yellow Dog,,,0,,1995
442,12/21/11 0:00,The Adventures of Tintin,Adventure,130000000,77591831,Play,2011
443,12/2/05 0:00,Aeon Flux,Action,55000000,25857987,,2005
444,11/30/01 0:00,The Affair of the Necklace,Drama,,430313,,2001
445,12/31/08 0:00,Affaire de famille,,,0,,2008
446,2/2/01 0:00,Une affaire de goÃ»t,Thriller/Suspense,,48602,,2001
447,1/29/10 0:00,L'affaire Farewell,Thriller/Suspense,,390157,,2010
448,4/1/11 0:00,An Affirmative Act,Drama,,0,,2011
449,4/4/14 0:00,Afflicted,Horror,,0,,2014
450,10/28/11 0:00,The Afflicted,Horror,,212940,,2011
451,12/30/98 0:00,Affliction,Drama,,6330054,,1998
452,7/11/14 0:00,Affluenza,Drama,,0,,2014
453,12/31/11 0:00,Afghan Luke,,,0,,2011
454,6/26/09 0:00,Afghan Star,Documentary,,102115,,2009
455,5/2/03 0:00,Afghan Stories,Documentary,,0,,2003
456,2/26/13 0:00,Africa,Documentary,,0,,2013
457,12/31/07 0:00,African Adventure: Safari in the Okavango,Documentary,,0,,2007
458,4/22/11 0:00,African Cats,Documentary,,15428747,Play,2011
459,1/1/51 0:00,The African Queen,Adventure,,10750000,,1951
460,5/8/98 0:00,Africa's Elephant Kingdom,Documentary,,13485455,,1998
461,2/3/09 0:00,Afro Samurai: Resurrection,,,0,,2009
462,12/31/11 0:00,Afrosamurai,Action,,0,,2011
463,12/31/11 0:00,After,Drama,,24545,,2011
464,12/31/12 0:00,After,Thriller/Suspense,,0,,2012
465,5/11/12 0:00,After Dark Action,Action,,0,,2012
466,8/24/90 0:00,"After Dark, My Sweet",,,2678414,,1990
467,12/31/12 0:00,After Dark They Come,,,0,,2012
468,11/9/07 0:00,After Dark's Horrorfest 2007,Horror,,874635,,2007
469,1/9/09 0:00,After Dark's Horrorfest III,Horror,,66456,,2009
470,5/31/13 0:00,After Earth,Action,130000000,60522097,Play,2013
471,5/14/04 0:00,After Freedom,Drama,,35639,,2004
472,9/13/85 0:00,After Hours,Comedy,,10609321,,1985
473,10/21/05 0:00,After Innocence,Documentary,,114264,,2005
474,12/31/09 0:00,After Last Season,,,0,,2009
475,4/9/10 0:00,After.Life,,,108596,,2010
476,5/21/10 0:00,After the Cup: Sons of Sakhnin United,Documentary,,12085,,2010
477,2/7/14 0:00,After the Dark,Thriller/Suspense,,0,,2014
478,11/12/04 0:00,After the Sunset,Action,57000000,28328132,,2004
479,9/20/13 0:00,After Tiller,Documentary,,72125,,2013
480,12/26/97 0:00,Afterglow,Romantic Comedy,,2537428,,1997
481,9/10/10 0:00,The Afterlight,Drama,,0,,2010
482,12/31/13 0:00,Aftermath,Thriller/Suspense,,0,,2013
483,8/30/13 0:00,Afternoon Delight,Comedy,,176080,,2013
484,2/5/14 0:00,Afternoon of a Faun: Tanaquil Le Clercq,Documentary,,112407,,2014
485,10/2/09 0:00,Afterschool,Drama,,3911,,2009
486,5/10/13 0:00,Aftershock,Horror,,40179,,2013
487,10/27/09 0:00,Afterwards,Drama,,0,,2009
488,12/31/08 0:00,AfutÃ¢ suk$ucirc;ru,,,0,,2008
489,12/1/75 0:00,Against a Crooked Sky,Western,,0,,1975
490,12/31/11 0:00,Against All Enemies,Drama,,0,,2011
491,3/2/84 0:00,Against All Odds,Drama,,25100000,,1984
492,12/31/09 0:00,Against The Current,Drama,,0,,2009
493,2/10/09 0:00,Against the Dark,,,0,,2009
494,2/20/04 0:00,Against the Ropes,Drama,39000000,5881504,,2004
495,12/31/94 0:00,Against the Wall,,,0,,1994
496,12/31/13 0:00,Against the Wild,Adventure,,0,,2013
497,2/9/79 0:00,Agatha,Drama,,7500000,,1979
498,1/30/04 0:00,L'Ã¢ge d'or,Drama,,32712,,2004
499,12/7/07 0:00,L'Ã¢ge des tÃ©nÃ¨bres,Comedy,,1491525,,2007
500,12/31/11 0:00,The Age of Adaline,Drama,,0,,2011
501,12/31/13 0:00,Age of Dinosaurs,Action,,0,,2013
502,9/17/93 0:00,The Age of Innocence,Drama,34000000,32014993,,1993
503,7/24/12 0:00,Age of the Dragons,Adventure,,0,,2012
504,3/14/03 0:00,Agent Cody Banks,Comedy,25000000,47545060,,2003
505,3/12/04 0:00,Agent Cody Banks 2: Destination London,Comedy,26000000,23514247,,2004
506,12/31/14 0:00,Agent F.O.X.,,,0,,2014
507,3/23/12 0:00,Agent Vinrod,,,698210,,2012
508,12/31/12 0:00,The Agression Scale,,,0,,2012
509,10/7/05 0:00,The Aggressives,Documentary,,3769,,2005
510,1/6/12 0:00,Agneepath,Action,,1973574,,2012
511,12/3/99 0:00,Agnes Browne,Comedy,,140426,,1999
512,9/13/85 0:00,Agnes of God,Drama,,25627836,,1985
513,6/9/06 0:00,Agnes und seine BrÃ_der,Drama,,2731,,2006
514,8/30/02 0:00,Agni Varsha,Drama,,25049,,2002
515,1/1/65 0:00,The Agony and the Ecstasy,Drama,,8000000,,1965
516,5/28/10 0:00,Agora,Drama,70000000,619423,,2010
517,4/23/04 0:00,The Agronomist,Documentary,,226189,,2004
518,12/31/11 0:00,"ÃÅguila Roja, La PelÃ_cula",,,0,,2011
519,10/20/06 0:00,Aguirre: The Wrath of God,Drama,,12609,,2006
520,9/10/10 0:00,Ahead of Time,Documentary,,33024,,2010
521,12/13/13 0:00,Ahi va el diablo,Horror,,4534,,2013
522,2/10/12 0:00,Ai,Drama,,0,,2012
523,9/2/11 0:00,Love Exposure,Drama,,0,,2011
524,7/27/12 0:00,Ai Weiwei: Never Sorry,Documentary,,489074,,2012
525,5/16/14 0:00,Ai Weiwei: The Fake Case,Documentary,,0,,2014
526,12/31/09 0:00,AibÃ´ shirÃ®zu Kanshiki Yonezawa Mamoru no jikenbo,,,0,,2009
527,12/7/07 0:00,Aida at La Scala,Concert/Performance,,222927,,2007
528,12/1/00 0:00,AÃ¯e,Comedy,,8289,,2000
529,1/9/04 0:00,Aileen: Life and Death of a Serial Killer,Documentary,,85992,,2004
530,8/11/00 0:00,AimÃ©e & Jaguar,Drama,6800000,927107,,2000
531,3/31/13 0:00,Ain't in It for My Health: A Film About Levon Helm,Documentary,,111794,,2013
532,8/16/13 0:00,Ain't Them Bodies Saints,Drama,,391611,,2013
533,8/10/90 0:00,Air America,Action,,30506847,,1990
534,8/1/97 0:00,Air Bud,Comedy,3000000,24646936,,1997
535,8/14/98 0:00,Air Bud: Golden Receiver,Comedy,,10093523,,1998
536,12/12/06 0:00,Air Buddies,,,0,,2006
537,12/31/12 0:00,Air Collision,,,0,,2012
538,7/25/97 0:00,Air Force One,Action,85000000,172956409,,1997
539,3/23/07 0:00,Air Guitar Nation,Documentary,,71471,,2007
540,1/25/08 0:00,The Air I Breathe,Drama,,25775,,2008
541,4/5/12 0:00,Air Racers 3D,Documentary,,1309987,,2012
542,1/7/94 0:00,The Air Up There,Comedy,,20782439,,1994
543,9/17/93 0:00,Airborne,Comedy,,2859811,,1993
544,9/14/12 0:00,Airborne,Horror,,0,,2012
545,8/5/94 0:00,Airheads,Comedy,,5021868,,1994
546,7/4/80 0:00,Airplane!,Comedy,3500000,83453539,,1980
547,12/10/82 0:00,Airplane II: The Sequel,Comedy,,25009494,,1982
548,1/1/70 0:00,Airport,Thriller/Suspense,,100489150,,1970
549,10/18/74 0:00,Airport 1975,Thriller/Suspense,,47285152,,1974
550,3/11/77 0:00,Airport '77,Thriller/Suspense,,30000000,,1977
551,8/6/10 0:00,Aisha,Romantic Comedy,,298431,,2010
552,11/12/04 0:00,Aitraaz,Thriller/Suspense,,0,,2004
553,10/11/12 0:00,Aiyaa,,,36967,,2012
554,11/6/09 0:00,Ajab Prem Ki Ghazab Kahani,Comedy,,741238,,2009
555,2/3/10 0:00,Ajami,Drama,1000000,621859,,2010
556,12/31/10 0:00,Ajeoss,Action,,0,,2010
557,12/12/03 0:00,AKA,Drama,,48079,,2003
558,11/12/04 0:00,Akarui mirai,Drama,,4762,,2004
559,4/28/06 0:00,Akeelah and the Bee,Drama,8000000,18848430,,2006
560,4/27/01 0:00,Akira,Action,8000000,19585,,2001
561,3/4/11 0:00,Akmareul Boatda,Thriller/Suspense,,129210,,2011
562,11/10/12 0:00,Aku no Kyoten,Thriller/Suspense,,0,,2012
563,12/3/99 0:00,Al di lÃ  delle nuvole,Drama,,30890,,1999
564,9/13/06 0:00,Al Franken: God Spoke,Documentary,,102990,,2006
565,3/18/11 0:00,Alabama Moon,Adventure,,47009,,2011
566,11/11/92 0:00,Aladdin,Comedy,28000000,217350219,,1992
567,7/14/10 0:00,Alamar,Drama,,61614,,2010
568,4/3/85 0:00,Alamo Bay,Drama,,380970,,1985
569,1/1/26 0:00,Alamo of the South Seas,Drama,,3000000,,1926
570,10/24/60 0:00,The Alamo,Western,12000000,7900000,,1960
571,4/9/04 0:00,The Alamo,Western,92000000,22406362,,2004
572,4/4/14 0:00,Alan Partridge,Comedy,,0,,2014
573,2/27/98 0:00,An Alan Smithee Film: Burn Hollywood Burn,Comedy,10000000,45779,,1998
574,8/14/96 0:00,Alaska,Adventure,,11509600,,1996
575,12/31/07 0:00,Alatriste,Adventure,28000000,0,,2007
576,1/2/12 0:00,Albatross,Drama,,0,,2012
577,12/21/11 0:00,Albert Nobbs,Drama,,3014696,Play,2011
578,1/17/97 0:00,Albino Alligator,Drama,5000000,353480,,1997
579,9/22/09 0:00,Albino Farm,,,0,,2009
580,4/23/14 0:00,Alceste a bicyclette,Comedy,,0,,2014
581,12/31/11 0:00,The Alchemist,Drama,,0,,2011
582,7/24/03 0:00,Aleijandinho,,,857,,2003
583,11/23/10 0:00,Alessandra Amoroso Per Ginevra Gioielli,Concert/Performance,,0,,2010
584,6/20/03 0:00,Alex & Emma,Drama,30000000,14208384,,2003
585,10/19/12 0:00,Alex Cross,Thriller/Suspense,,25888412,Play,2012
586,10/13/06 0:00,Alex Rider: Operation Stormbreaker,Action,40000000,659210,,2006
587,11/24/04 0:00,Alexander,Adventure,155000000,34297191,,2004
588,10/10/14 0:00,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Adventure,,0,,2014
589,12/31/08 0:00,Alexander. Nevsky Battle,,,0,,2008
590,1/1/38 0:00,Alexander's Ragtime Band,Drama,2000000,4000000,,1938
591,3/28/08 0:00,Alexandra,Drama,,128222,,2008
592,12/19/03 0:00,Alexandra's Project,Drama,,750241,,2003
593,8/24/66 0:00,Alfie,Comedy,,18871300,,1966
594,11/5/04 0:00,Alfie,Comedy,40000000,13395939,,2004
595,12/31/11 0:00,Algorithm,Comedy,,0,,2011
596,12/25/01 0:00,Ali,Drama,109000000,58183966,,2001
597,12/31/02 0:00,Ali G Indahouse,,,0,,2002
598,10/31/06 0:00,The Alibi,Comedy,,0,,2006
599,12/25/90 0:00,Alice,Drama,,7331647,,1990
600,3/2/10 0:00,Alice,Adventure,,0,,2010
601,1/29/75 0:00,Alice Doesn't Live Here Anymore,Drama,,17600000,,1975
602,7/21/00 0:00,Alice et Martin,Drama,,743115,,2000
603,7/28/51 0:00,Alice in Wonderland,Musical,3000000,0,,1951
604,3/2/10 0:00,Alice in Wonderland (19660,Adventure,,0,,2010
605,3/5/10 0:00,Alice in Wonderland,Adventure,200000000,334191110,Play,2010
606,5/27/16 0:00,Alice in Wonderland 2,Adventure,,0,,2016
607,4/20/07 0:00,Alice Neel,,,48969,,2007
608,11/19/13 0:00,Alice's Adventures in Wonderland,Concert/Performance,,0,,2013
609,8/20/69 0:00,Alice's Restaurant,Comedy,,6300000,,1969
610,5/25/79 0:00,Alien,Horror,9000000,80930630,,1979
611,5/22/92 0:00,Alien 3,Action,55000000,54927174,,1992
612,4/4/14 0:00,Alien Abduction,Thriller/Suspense,,0,,2014
613,4/14/00 0:00,Alien Adventure,Adventure,,5017383,,2000
614,12/31/11 0:00,Alien Armageddon,,,0,,2011
615,9/22/06 0:00,Alien Autopsy,Comedy,,2867,,2006
616,12/31/12 0:00,Alien Dawn,,,0,,2012
617,10/7/88 0:00,Alien Nation,Drama,,25216243,,1988
618,11/26/97 0:00,Alien: Resurrection,Action,60000000,47795018,,1997
619,4/3/09 0:00,Alien Trespass,Comedy,,104526,,2009
620,6/21/13 0:00,Alien Uprising,Action,,0,,2013
621,7/18/86 0:00,Aliens,Action,17000000,85160248,,1986
622,7/31/09 0:00,Aliens in the Attic,Adventure,45000000,25200412,Play,2009
623,1/28/05 0:00,Aliens of the Deep,Documentary,,8968684,,2005
624,12/25/07 0:00,Aliens vs. Predator - Requiem,Action,,41797066,,2007
625,2/27/04 0:00,Alila,Drama,,48493,,2004
626,2/1/05 0:00,Alinghi: The Inside Story - America's Cup 2003,,,0,,2005
627,1/15/93 0:00,Alive,Adventure,32000000,36299670,,1993
628,12/31/12 0:00,All About Christmas Eve,,,0,,2012
629,10/13/50 0:00,All About Eve,Drama,,8400000,,1950
630,9/4/09 0:00,All About Steve,Romantic Comedy,15000000,33862903,Play,2009
631,3/8/02 0:00,All About the Benjamins,Comedy,14000000,25482931,,2002
632,4/6/01 0:00,All Access: Front Row. Backstage. Live!,Concert/Performance,,995122,,2001
633,12/31/10 0:00,All American Orgy,,,0,,2010
634,2/16/05 0:00,All Babes Want to Kill Me,Comedy,,11975,,2005
635,12/31/13 0:00,All Cheerleaders Must Die,Black Comedy,,0,,2013
636,11/17/89 0:00,All Dogs Go To Heaven,Adventure,,26220877,,1989
637,3/29/96 0:00,All Dogs Go To Heaven 2,Adventure,,8556572,,1996
638,12/3/10 0:00,All Good Things,Drama,20000000,582024,Play,2010
639,1/18/08 0:00,All Hat,Comedy,,15198,,2008
640,12/31/10 0:00,All Hell to Pay,,,0,,2010
641,11/8/91 0:00,All I Want For Christmas,Comedy,,14812144,,1991
642,10/19/10 0:00,All I Want for Christmas,Concert/Performance,,0,,2010
643,11/1/12 0:00,All I Want is Christmas,Adventure,,0,,2012
644,3/23/12 0:00,All In: The Poker Movie,Documentary,,0,,2012
645,2/8/13 0:00,All in Good Time,,,17017,,2013
646,12/31/09 0:00,All Inclusive,,,0,,2009
647,10/4/13 0:00,All is Bright,Comedy,,4556,,2013
648,10/18/13 0:00,All is Lost,Thriller/Suspense,,6263670,Play,2013
649,3/6/81 0:00,All Night Long,Comedy,,7800000,,1981
650,9/21/84 0:00,All of Me,Comedy,,35243581,,1984
651,12/31/11 0:00,All of Me,Comedy,,0,,2011
652,9/19/08 0:00,All of Us,Documentary,,0,,2008
653,10/25/02 0:00,All or Nothing,Drama,9000000,184255,,2002
654,4/25/97 0:00,All Over Me,Drama,,281175,,1997
655,8/10/01 0:00,All Over the Guy,Romantic Comedy,,1006969,,2001
656,4/21/30 0:00,All Quiet on the Western Front,Action,,0,,1930
657,12/31/11 0:00,All Quiet on the Western Front,Drama,,0,,2011
658,9/26/08 0:00,All Roads Lead Home,Drama,,43905,,2008
659,2/22/11 0:00,All Star Superman,Action,,0,,2011
660,12/31/13 0:00,All Stars,Comedy,,0,,2013
661,1/4/13 0:00,All Superheroes Must Die,Thriller/Suspense,20000,0,,2013
662,12/2/05 0:00,All That I Need,Drama,,0,,2005
663,12/20/79 0:00,All That Jazz,Drama,,37823676,,1979
664,10/16/09 0:00,All the Best: Fun Begins,,,120713,,2009
665,10/11/13 0:00,All the Boys Love Mandy Lane,Horror,,0,,2013
666,9/22/06 0:00,All the King's Men,Drama,55000000,7221458,,2006
667,12/20/13 0:00,All the Light in the Sky,Drama,,0,,2013
668,9/3/99 0:00,All the Little Animals,Thriller/Suspense,,23349,,1999
669,10/16/81 0:00,All the Marbles,,,4300000,,1981
670,4/2/76 0:00,All the President's Men,Drama,,51048435,,1976
671,12/22/00 0:00,All the Pretty Horses,Western,45000000,15527125,,2000
672,10/25/02 0:00,All the Queen's Men,Comedy,15000000,22723,,2002
673,10/16/98 0:00,All the Rage,Comedy,,198553,,1998
674,2/14/03 0:00,All the Real Girls,Drama,1000000,549666,,2003
675,10/21/83 0:00,All the Right Moves,Drama,,17200000,,1983
676,2/14/12 0:00,All Things Fall Apart,Drama,,0,,2012
677,10/3/08 0:00,Allah Made Me Funny,Documentary,,66903,,2008
678,1/30/87 0:00,Allan Quatermain and the Lost City,Adventure,,3751699,,1987
679,4/9/10 0:00,Alle Anderen,Drama,,102042,,2010
680,12/28/12 0:00,Allegiance,Thriller/Suspense,,0,,2012
681,3/18/16 0:00,Allegiant,Action,,0,,2016
682,5/9/07 0:00,Allegro,Drama,,7346,,2007
683,12/31/08 0:00,L'Allenatore Ne Pallone 2,,,0,,2008
684,12/31/07 0:00,Alles is Liefde,,,0,,2007
685,5/1/87 0:00,The Allnighter,Comedy,,2700000,,1987
686,10/28/11 0:00,All's Faire in Love,Romantic Comedy,,22180,Play,2011
687,12/19/90 0:00,Almost An Angel,Comedy,,6633976,,1990
688,9/15/00 0:00,Almost Famous,Comedy,60000000,32522352,,2000
689,4/21/06 0:00,The Almost Guys,Comedy,,0,,2006
690,5/29/98 0:00,Almost Heroes,Comedy,,6175688,,1998
691,12/31/14 0:00,Almost Home,,,0,,2014
692,2/21/14 0:00,Almost Human,Horror,,5710,,2014
693,8/22/04 0:00,Almost Peaceful,Drama,,91110,,2004
694,4/27/79 0:00,An Almost Perfect Affair,Romantic Comedy,,0,,1979
695,5/9/03 0:00,Almost Salinas,Comedy,,120011,,2003
696,3/29/85 0:00,Almost You,Romantic Comedy,,0,,1985
697,1/28/05 0:00,Alone in the Dark,Horror,20000000,5178569,,2005
698,1/17/07 0:00,Alone with Her,Thriller/Suspense,1000000,10787,,2007
699,9/27/13 0:00,Alone Yet Not Alone,,,0,,2013
700,4/6/01 0:00,Along Came a Spider,Thriller/Suspense,28000000,74058698,,2001
701,1/16/04 0:00,Along Came Polly,Romantic Comedy,42000000,88073507,,2004
702,12/31/14 0:00,Alongside Night,Adventure,,0,,2014
703,7/13/12 0:00,Alpeis,Drama,,16057,,2012
704,12/31/14 0:00,Alpha Alert,,,0,,2014
705,9/17/10 0:00,Alpha and Omega 3D,Adventure,20000000,25107267,Play,2010
706,10/8/13 0:00,Alpha and Omega 2: A Howl-iday Adventure,Adventure,,0,,2013
707,1/12/07 0:00,Alpha Dog,Drama,,15309602,,2007
708,3/18/08 0:00,Alpha Male,Drama,,0,,2008
709,5/4/84 0:00,Alphabet City,Action,,7000000,,1984
710,11/7/08 0:00,The Alphabet Killer,Thriller/Suspense,,29784,,2008
711,2/7/14 0:00,"Alphaville, une Ã©trange aventure de Lemmy Caution",Drama,,25659,,2014
712,12/31/11 0:00,Als der Weihnachtsmann vom Himmel fiel,Comedy,,0,,2011
713,5/6/83 0:00,Alsino y el cÃ_ndor,Drama,,0,,1983
714,12/31/07 0:00,Alter Ego,Drama,,0,,2007
715,10/19/12 0:00,Alter Egos,Comedy,,0,,2012
716,12/25/80 0:00,Altered States,Horror,,19853892,,1980
717,8/20/10 0:00,Altiplano,Drama,,3063,,2010
718,12/31/10 0:00,Altitude,,,0,,2010
719,12/31/10 0:00,Un altro mondo,,,0,,2010
720,12/14/07 0:00,Alvin and the Chipmunks,Comedy,55000000,217326974,,2007
721,12/23/09 0:00,Alvin and the Chipmunks: The Squeakquel,Comedy,70000000,219614612,Play,2009
722,12/11/15 0:00,Alvin and the Chimpunks 4,,,0,,2015
723,3/30/10 0:00,Alvin and the Chipmunks: Alvin and the Chipettes in Cinderella Cinderella,Multiple Genres,,0,,2010
724,12/16/11 0:00,Alvin and the Chipmunks: Chipwrecked,Comedy,,133107389,Play,2011
725,12/22/89 0:00,Always,Drama,,41843630,,1989
726,10/2/85 0:00,Always,Romantic Comedy,,146499,,1985
727,1/21/12 0:00,Always 3 Chome no yuhi '64 3,Drama,,0,,2012
728,9/7/01 0:00,Always a Bridesmaid,Documentary,,0,,2001
729,12/31/07 0:00,Always zoku san-chÃ´me no yÃ»hi,Drama,,0,,2007
730,6/13/08 0:00,Am Limit,Documentary,,18254,,2008
731,9/19/84 0:00,Amadeus,Drama,18000000,51973029,,1984
732,12/31/09 0:00,Amalfi: Rewards of the Goddess,,,0,,2009
733,6/22/10 0:00,Amanda,,,0,,2010
734,2/21/03 0:00,Amandla! A Revolution in Four Part Harmony,Documentary,,405331,,2003
735,6/28/13 0:00,Los amantes pasajeros,Comedy,,1359796,,2013
736,7/14/09 0:00,Amar,,,0,,2009
737,12/31/09 0:00,Amar a morir,Drama,,0,,2009
738,9/19/74 0:00,Amarcord,,,131377,,1974
739,4/7/95 0:00,Amateur,Drama,,757088,,1995
740,2/12/82 0:00,The Amateur,Thriller/Suspense,,2358271,,1982
741,12/7/07 0:00,The Amateurs,Comedy,,16334,,2007
742,1/19/01 0:00,The Amati Girls,Drama,,47767,,2001
743,12/31/12 0:00,The Amazing Adventures of Kavalier and Clay,Drama,,0,,2012
744,12/31/12 0:00,The Amazing Adventures of the Living Corpse,Horror,,0,,2012
745,2/23/07 0:00,Amazing Grace,Drama,,21214987,,2007
746,1/1/87 0:00,Amazing Grace and Chuck,Drama,,4000000,,1987
747,1/29/13 0:00,Amazing Ocean,Documentary,,0,,2013
748,8/25/95 0:00,The Amazing Panda Adventure,Adventure,,7590169,,1995
749,3/12/13 0:00,Amazing Racer,,,0,,2013
750,5/2/14 0:00,The Amazing Spider-Man 2,Action,,0,Play,2014
751,6/10/16 0:00,The Amazing Spider-Man 3,Action,,0,,2016
752,5/4/18 0:00,The Amazing Spider Man 4,Action,,0,,2018
753,7/3/12 0:00,The Amazing Spider-Man,Adventure,220000000,262030663,Play,2012
754,9/26/08 0:00,The Amazing Truth About Queen Raquela,Drama,,5597,,2008
755,12/31/11 0:00,Amazon,Action,,0,,2011
756,9/18/87 0:00,Amazon Women on the Moon,Comedy,,548696,,1987
757,8/29/12 0:00,The Ambassador,Documentary,,0,,2012
758,11/2/12 0:00,Amber Alert,Thriller/Suspense,,0,,2012
759,12/31/91 0:00,Ambition,Thriller/Suspense,,436132,,1991
760,9/20/06 0:00,Ambrose Bierce: Civil War Stories,Drama,,22918,,2006
761,12/31/12 0:00,Ambush At Dark Canyon,Western,,0,,2012
762,6/20/98 0:00,Ambushed,Action,,5000,,1998
763,1/1/68 0:00,The Ambushers,Comedy,,10000000,,1968
764,10/23/09 0:00,Amelia,Drama,40000000,14279575,,2009
765,1/24/03 0:00,Amen,Drama,14000000,274299,,2003
766,10/29/10 0:00,AMER,Horror,,0,,2010
767,3/27/09 0:00,America Betrayed,Documentary,,2450,,2009
768,7/28/06 0:00,America: Freedom to Fascism,Documentary,,87400,,2006
769,5/9/08 0:00,America the Beautiful,Documentary,,76173,,2008
770,10/12/11 0:00,America the Beautiful II: The Thin Commandments,Documentary,,12366,,2011
771,1/25/02 0:00,American Adobo,Drama,,3094699,,2002
772,2/27/09 0:00,An American Affair,Drama,,28044,,2009
773,5/18/12 0:00,American Animal,Black Comedy,,0,,2012
774,6/27/86 0:00,American Anthem,Drama,,3000000,,1986
775,10/12/01 0:00,The American Astronaut,Musical,,33884,,2001
776,5/18/10 0:00,American Bandits,Western,,0,,2010
777,9/15/99 0:00,American Beauty,Drama,15000000,130058047,,1999
778,12/31/11 0:00,American Breakdown,,,0,,2011
779,9/13/96 0:00,American Buffalo,Drama,,540364,,1996
780,3/16/07 0:00,American Cannibal,Documentary,,16567,,2007
781,10/3/08 0:00,An American Carol,Comedy,20000000,7013191,,2008
782,8/14/09 0:00,American Casino,Documentary,,46710,,2009
783,4/5/02 0:00,American Chai,Comedy,,125996,,2002
784,12/31/09 0:00,American Cowslip,,,0,,2009
785,8/19/08 0:00,An American Crime,,,0,,2008
