,Released,Movie,Genre,Budget,Revenue,Trailer,Year
7573,1/31/03 0:00,The Guru,Comedy,11000000,3051221,,2003
7574,10/26/12 0:00,Gut,Thriller/Suspense,,0,,2012
7575,3/6/13 0:00,Gut Renovation,Documentary,,0,,2013
7576,1/4/08 0:00,Guta-yubalja-deul,Drama,,249,,2008
7577,12/31/14 0:00,Gutshot Straight,Thriller/Suspense,,0,,2014
7578,12/17/97 0:00,Guy,,,5000,,1997
7579,11/5/10 0:00,Guy and Madeline on a Park Bench,Musical,,33841,,2010
7580,12/24/43 0:00,A Guy Named Joe,Drama,2627000,5363000,,1943
7581,1/17/03 0:00,A Guy Thing,Romantic Comedy,20000000,15543862,,2003
7582,1/25/80 0:00,Guyana: Crime of the Century,Drama,,3798102,,1980
7583,11/6/12 0:00,Guys and Dolls,Musical,,0,,2012
7584,4/4/03 0:00,The Guys,,,16068,,2003
7585,11/19/10 0:00,Guzaarish,Drama,,1026589,,2010
7586,9/21/12 0:00,"Gwanghae, Wangyidoen namja",Documentary,,922921,,2012
7587,9/11/13 0:00,Gwangsang,Drama,,0,,2013
7588,10/4/13 0:00,Gwansang,Drama,,484112,,2013
7589,3/9/07 0:00,Gwoemul,Action,12000000,2201923,,2007
7590,5/3/85 0:00,Gymkata,Action,,3249442,,1985
7591,5/24/62 0:00,Gypsy,,,11076923,,1962
7592,4/16/04 0:00,Gypsy 83,Drama,,29367,,2004
7593,12/31/10 0:00,The H-Man Cometh,Comedy,,0,,2010
7594,9/15/09 0:00,H2O Extreme,,,0,,2009
7595,9/7/07 0:00,Ha-Buah,Drama,,157121,,2007
7596,2/18/00 0:00,Ha Ram,,,274675,,2000
7597,1/25/13 0:00,Ha-Sippur Shel Yossi,Drama,,116207,,2013
7598,3/1/91 0:00,Haakon Haakonsen,Adventure,8500000,15024232,,1991
7599,4/6/12 0:00,Habemus Papam,Comedy,,486902,,2012
7600,11/22/02 0:00,Hable con ella,Drama,,9284265,,2002
7601,12/16/91 0:00,Hachi-gatsu no ky̫shikyoku,Drama,,516431,,1991
7602,3/9/10 0:00,Hachiko: A Dog's Story,Drama,,0,,2010
7603,3/14/08 0:00,Hacia la Oscuridad,Thriller/Suspense,,0,,2008
7604,12/31/97 0:00,Hack,,,0,,1997
7605,12/31/11 0:00,Hack/Slash,Action,,0,,2011
7606,9/15/95 0:00,Hackers,Thriller/Suspense,,7487370,,1995
7607,12/24/10 0:00,Hadewijch,Drama,,5006,,2010
7608,4/14/00 0:00,Hadh Kar Di Aapne,,,76057,,2000
7609,1/9/08 0:00,Haebyonui Yoin,Comedy,,21957,,2008
7610,5/11/10 0:00,Haeundae,,,0,,2010
7611,4/1/11 0:00,Haevnen,Drama,5500000,1008098,,2011
7612,1/20/12 0:00,Hagane no renkinjutsushi: Mirosu no seinaru hoshi,Adventure,,178000,,2012
7613,12/31/09 0:00,Hagetaka,Drama,,0,,2009
7614,12/31/11 0:00,The Hagstone Demon,,,0,,2011
7615,9/14/01 0:00,Haiku Tunnel,,,251058,,2001
7616,12/31/94 0:00,"Hail, Caesar",Comedy,,0,,1994
7617,10/9/87 0:00,Hail! Hail! Rock'n'Roll,,,719323,,1987
7618,3/24/79 0:00,Hair,,,13100000,,1979
7619,8/4/06 0:00,Hair High,Horror,,5342,,2006
7620,10/15/04 0:00,Hair Show,Comedy,,302990,,2004
7621,2/28/14 0:00,Hairbrained,Comedy,,0,,2014
7622,2/26/88 0:00,Hairspray,,,6671108,,1988
7623,7/20/07 0:00,Hairspray,Musical,75000000,118871849,,2007
7624,9/1/03 0:00,Hairy Tale,,,0,,2003
7625,5/14/99 0:00,Hak hap,Action,,12504289,,1999
7626,4/25/07 0:00,Hak se wui yi wo wai kwai,Thriller/Suspense,,55758,,2007
7627,1/16/98 0:00,Half Baked,Comedy,8000000,17394881,,1998
7628,1/1/86 0:00,Half Moon Street,,,1131399,,1986
7629,8/11/06 0:00,Half Nelson,Drama,,2697938,,2006
7630,11/15/02 0:00,Half Past Dead,Action,25000000,15567860,,2002
7631,12/31/14 0:00,Half the Road,Documentary,,0,,2014
7632,12/16/05 0:00,A Halfway House Christmas,Comedy,,12405,,2005
7633,2/25/11 0:00,Hall Pass,Comedy,36000000,45060734,Play,2011
7634,12/4/98 0:00,Hallelujah! Ron Athey: A Story of Deliverance,,,719,,1998
7635,10/17/78 0:00,Halloween,Horror,325000,47000000,,1978
7636,8/31/07 0:00,Halloween,Horror,15000000,58269151,,2007
7637,8/28/09 0:00,Halloween 2,Horror,15000000,33392973,Play,2009
7638,10/22/82 0:00,Halloween 3: Season of the Witch,Horror,2500000,14400000,,1982
7639,12/31/11 0:00,Halloween 3D,Horror,,0,,2011
7640,10/1/88 0:00,Halloween 4: The Return of Michael Myers,Horror,5000000,17768757,,1988
7641,10/13/89 0:00,Halloween 5: The Revenge of Michael Myers,Horror,6000000,11642254,,1989
7642,8/5/98 0:00,Halloween: H2O,Horror,17000000,55041738,,1998
7643,10/30/81 0:00,Halloween II,Horror,2500000,25533818,,1981
7644,7/12/02 0:00,Halloween: Resurrection,Horror,15000000,30259652,,2002
7645,9/29/95 0:00,Halloween: The Curse of Michael Myers,Horror,5000000,15126948,,1995
7646,12/31/07 0:00,Hallows Point,,,0,,2007
7647,12/31/70 0:00,Halls of Anger,,,0,,1970
7648,12/4/12 0:00,Halo 4: Forward Unto Dawn,Action,,0,,2012
7649,2/16/10 0:00,Halo Legends,Action,,0,,2010
7650,8/25/00 0:00,Hamara Dil Aapka Pase Hain,,,392076,,2000
7651,8/28/87 0:00,Hamburger Hill,Drama,,13839404,,1987
7652,12/31/06 0:00,The Hamiltons,Horror,,0,,2006
7653,12/19/90 0:00,Hamlet,Drama,,20710451,,1990
7654,12/25/96 0:00,Hamlet,Drama,18000000,4501094,,1996
7655,5/12/00 0:00,Hamlet,Drama,2000000,1577287,,2000
7656,8/17/01 0:00,Hamlet (2001),,,4520,,2001
7657,5/4/10 0:00,Hamlet (2009),Drama,,0,,2010
7658,12/31/11 0:00,Hamlet,Drama,,0,,2011
7659,8/22/08 0:00,Hamlet 2,Comedy,9000000,4886216,,2008
7660,7/5/13 0:00,Hammer of the Gods,Action,,614,,2013
7661,3/21/08 0:00,The Hammer,Comedy,,442638,,2008
7662,10/27/11 0:00,The Hammer,Drama,,0,,2011
7663,12/31/72 0:00,Hammersmith Is Out,,,0,,1972
7664,9/17/82 0:00,Hammett,Thriller/Suspense,,8222,,1982
7665,6/1/12 0:00,Hamnden,Drama,,10960,,2012
7666,8/6/97 0:00,Hamsun,,,40000,,1997
7667,12/31/08 0:00,Hana yori dango: Fainaru,Drama,,0,,2008
7668,12/31/06 0:00,Hanada Shonen-shi,,,0,,2006
7669,1/16/09 0:00,Hanami,Drama,,104433,,2009
7670,12/31/06 0:00,Hanbando,,,0,,2006
7671,7/1/08 0:00,Hancock,Action,150000000,227946274,,2008
7672,12/31/11 0:00,Hancock 2,Action,,0,,2011
7673,10/5/10 0:00,Hand in Hand,Drama,,0,,2010
7674,1/10/92 0:00,The Hand That Rocks the Cradle,Thriller/Suspense,,88036683,,1992
7675,4/24/81 0:00,The Hand,Horror,,2000000,,1981
7676,10/11/02 0:00,Handcart,,,98666,,2002
7677,7/1/88 0:00,A Handful of Dust,,,1560700,,1988
7678,3/9/90 0:00,The Handmaid's Tale,Drama,,4960385,,1990
7679,7/10/98 0:00,Hands on a Hardbody,Documentary,,909650,,1998
7680,4/16/10 0:00,Handsome Harry,Drama,,22878,,2010
7681,8/3/68 0:00,Hang 'em High,Western,1800000,6800000,,1968
7682,1/1/80 0:00,Hangar 18,,,11000000,,1980
7683,5/24/91 0:00,Hangin' with the Homeboys,,,516855,,1991
7684,11/7/97 0:00,The Hanging Garden,Drama,,925756,,1997
7685,2/18/00 0:00,Hanging Up,Comedy,40000000,36037909,,2000
7686,9/12/03 0:00,Hangman's Curse,,,152078,,2003
7687,5/26/11 0:00,The Hangover Part II,Comedy,,254464305,Play,2011
7688,5/23/13 0:00,The Hangover 3,Comedy,103000000,112200072,Play,2013
7689,6/5/09 0:00,The Hangover,Comedy,35000000,277322503,,2009
7690,5/17/13 0:00,Hangul,Drama,,22080,,2013
7691,2/25/14 0:00,Hank: 5 Years from the Brink,Documentary,,0,,2014
7692,4/11/14 0:00,Hank and Asha,Romantic Comedy,,0,,2014
7693,9/26/08 0:00,Hank and Mike,Comedy,,0,,2008
7694,6/4/82 0:00,Hanky Panky,Comedy,,9823934,,1982
7695,12/31/11 0:00,Hankyu Dentetsu,,,0,,2011
7696,4/8/11 0:00,Hanna,Drama,30000000,40259119,Play,2011
7697,9/30/83 0:00,Hanna K.,Drama,,110000,,1983
7698,2/7/86 0:00,Hannah and Her Sisters,Romantic Comedy,,40084041,,1986
7699,5/29/13 0:00,Hannah Arendt,Drama,,717205,,2013
7700,4/10/09 0:00,Hannah Montana the Movie,Drama,30000000,79576189,,2009
7701,2/1/08 0:00,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,Concert/Performance,6500000,65281781,,2008
7702,8/22/07 0:00,Hannah Takes the Stairs,Drama,,22509,,2007
7703,11/17/06 0:00,Hannari - Geisha Modern,Documentary,,0,,2006
7704,12/31/11 0:00,Hanna's Gold,,,0,,2011
7705,11/23/88 0:00,Hanna's War,Drama,,139796,,1988
7706,12/31/10 0:00,Hanni und Nanni,,,0,,2010
7707,12/31/12 0:00,Hanni und Nanni 2,,,0,,2012
7708,5/9/13 0:00,Hanni Und Nanni 3,Adventure,,0,,2013
7709,2/9/01 0:00,Hannibal,Horror,87000000,165092266,,2001
7710,12/31/69 0:00,Hannibal Brooks,,,0,,1969
7711,2/9/07 0:00,Hannibal Rising,Thriller/Suspense,50000000,27669725,,2007
7712,12/31/11 0:00,Hannibal the Conqueror,Adventure,50000000,0,,2011
7713,12/31/87 0:00,The Hanoi Hilton,Drama,,760000,,1987
7714,1/1/79 0:00,Hanover Street,Drama,,3000000,,1979
7715,12/18/12 0:00,Hans Christian Andersen,,,0,,2012
7716,10/18/02 0:00,Hansel & Gretel,Comedy,,100477,,2002
7717,12/22/11 0:00,Hansel and Gretel,Concert/Performance,,0,,2011
7718,6/25/13 0:00,Hansel & Gretel Get Baked,Black Comedy,,0,,2013
7719,1/22/13 0:00,Hansel and Gretel: Warriors of Witchcraft,Adventure,,0,,2013
7720,1/25/13 0:00,Hansel & Gretel: Witch Hunters,Action,50000000,55703475,Play,2013
7721,1/21/11 0:00,Hanyo,Thriller/Suspense,,157961,,2011
7722,6/13/08 0:00,The Happening,Thriller/Suspense,60000000,64506874,,2008
7723,11/2/01 0:00,Happenstance,,,251444,,2001
7724,3/18/03 0:00,"Happiest Baby on the Block, The - The New Way to Calm Crying and Help Your Baby Sleep Longer",Instructional,,0,,2003
7725,5/28/93 0:00,Happily Ever After,,,3299382,,1993
7726,1/5/07 0:00,Happily N'Ever After,Comedy,47000000,15849032,,2007
7727,3/24/09 0:00,Happily N'Ever After 2: Snow White,Comedy,,0,,2009
7728,10/16/98 0:00,Happiness,Comedy,3000000,2746453,,1998
7729,12/31/07 0:00,Happiness,Drama,,0,,2007
7730,5/24/11 0:00,Happiness is a Warm Blanket Charlie Brown,Comedy,,0,,2011
7731,10/9/12 0:00,"Happiness is...Peanuts: Go, Snoopy Go!",Comedy,,0,,2012
7732,5/7/10 0:00,Happiness Runs,Drama,,7199,,2010
7733,8/24/01 0:00,Happy Accidents,Romantic Comedy,,688523,,2001
7734,5/15/81 0:00,Happy Birthday To Me,,,10609514,,1981
7735,7/25/14 0:00,Happy Christmas,Comedy,,0,,2014
7736,7/15/05 0:00,Happy Endings,Drama,,1315701,,2005
7737,11/17/06 0:00,Happy Feet,Adventure,85000000,198000317,,2006
7738,11/18/11 0:00,Happy Feet Two,Adventure,135000000,64006466,Play,2011
7739,2/16/96 0:00,Happy Gilmore,Comedy,10000000,38623460,,1996
7740,10/10/08 0:00,Happy-Go-Lucky,Comedy,,3512016,,2008
7741,12/14/05 0:00,Happy Here and Now,Drama,,2443,,2005
7742,5/3/13 0:00,The Happy House,Horror,,2311,,2013
7743,10/14/11 0:00,Happy Life,Comedy,,0,,2011
7744,12/31/07 0:00,The Happy Life,Drama,,0,,2007
7745,12/7/12 0:00,Happy New Year,Drama,,0,,2012
7746,12/9/11 0:00,Happy People: A Year in the Taiga,Documentary,,338987,,2011
7747,3/13/13 0:00,The Happy Poet,Comedy,,3400,,2013
7748,11/26/14 0:00,Home,Adventure,,0,,2014
7749,2/19/10 0:00,Happy Tears,Drama,,22464,,2010
7750,10/1/99 0:00,"Happy, Texas",Comedy,1700000,2039192,,1999
7751,7/26/02 0:00,Happy Times,,,239134,,2002
7752,10/12/97 0:00,Happy Together,,,240442,,1997
7753,5/4/90 0:00,Happy Together,Romantic Comedy,,100000,,1990
7754,3/28/08 0:00,Happy Valley,Documentary,,67665,,2008
7755,3/4/11 0:00,Happythankyoumoreplease,Romantic Comedy,,216110,,2011
7756,8/4/00 0:00,Har Di Jo Pyar Karega,Musical,,406235,,2000
7757,12/31/11 0:00,Harbinger,Action,,0,,2011
7758,6/25/99 0:00,Hard,,,19596,,1999
7759,9/25/12 0:00,Hard Boiled Sweets,Thriller/Suspense,,0,,2012
7760,5/20/11 0:00,Hard Breakers,Comedy,,0,,2011
7761,4/14/06 0:00,Hard Candy,Horror,950000,1024640,,2006
7762,11/13/98 0:00,Hard Core Logo,,,17012,,1998
7763,5/1/81 0:00,Hard Country,,,0,,1981
7764,8/11/64 0:00,A Hard Day's Night,Comedy,560000,12299668,,1964
7765,2/28/97 0:00,Hard Eight,Drama,,142356,,1997
7766,1/31/92 0:00,Hard Promises,Romantic Comedy,,306319,,1992
7767,1/16/98 0:00,Hard Rain,Action,70000000,19870567,,1998
7768,12/31/11 0:00,The Hard Ride,,,0,,2011
7769,10/13/06 0:00,Hard Scrambled,,,0,,2006
7770,8/20/93 0:00,Hard Target,Action,,31636358,,1993
7771,1/1/75 0:00,Hard Times,,,5000000,,1975
7772,4/6/84 0:00,Hard To Hold,Drama,,8853155,,1984
7773,2/9/90 0:00,Hard To Kill,Action,,47381386,,1990
7774,3/8/91 0:00,The Hard Way,Comedy,,24525330,,1991
7775,6/13/03 0:00,The Hard Word,,,422688,,2003
7776,9/14/01 0:00,Hardball,Drama,21000000,40222729,,2001
7777,5/4/84 0:00,Hardbodies,Comedy,,7121000,,1984
7778,1/1/86 0:00,Hardbodies 2,,,78000,,1986
7779,6/1/12 0:00,Hardflip,Drama,,96734,,2012
7780,1/1/80 0:00,Hardly Working,,,18000000,,1980
7781,9/14/90 0:00,Hardware,Action,,5649801,,1990
7782,11/3/09 0:00,HardWired,,,0,,2009
7783,12/31/10 0:00,The Hardy Men,Comedy,,0,,2010
7784,3/12/10 0:00,"Harimaya Bridge, The",Drama,,54473,,2010
7785,3/3/10 0:00,Harlan: In the Shadow of Jew Suss,,,54305,,2010
7786,11/17/89 0:00,Harlem Nights,Comedy,,60857262,,1989
7787,8/23/91 0:00,Harley Davidson and the Marlboro Man,Action,23000000,7018525,,1991
7788,12/31/93 0:00,Harmful Intent,,,0,,1993
7789,3/12/99 0:00,The Harmonists,,,479828,,1999
7790,7/11/08 0:00,Harold,Comedy,,13229,,2008
7791,4/25/08 0:00,Harold & Kumar Escape from Guantanamo Bay,Comedy,12000000,38108728,,2008
7792,7/30/04 0:00,Harold & Kumar Go to White Castle,Comedy,9000000,18225165,,2004
7793,4/17/12 0:00,Harold and Maude,Black Comedy,,0,,2012
7794,2/23/66 0:00,Harper,,3500000,12000000,,1966
7795,12/31/10 0:00,Harpoon: Whale Watching Massacre,Horror,,0,,2010
7796,7/10/96 0:00,Harriet the Spy,Adventure,13000000,26570048,,1996
7797,3/15/02 0:00,Harrison's Flowers,Drama,,1843570,,2002
7798,2/18/05 0:00,Harry and Max,Drama,,14923,,2005
7799,3/2/84 0:00,Harry & Son,Drama,,4900000,,1984
7800,6/5/87 0:00,Harry and the Hendersons,Comedy,,29760613,,1987
7801,4/30/10 0:00,Harry Brown,Thriller/Suspense,7300000,1818681,,2010
7802,9/13/13 0:00,Harry Dean Stanton: Partly Fiction,Documentary,,0,,2013
7803,10/13/00 0:00,"Harry, He's Here to Help",,,137515,,2000
7804,11/15/02 0:00,Harry Potter and the Chamber of Secrets,Adventure,100000000,261987880,,2002
7805,11/19/10 0:00,Harry Potter and the Deathly Hallows: Part I,Adventure,125000000,295983305,Play,2010
7806,7/15/11 0:00,Harry Potter and the Deathly Hallows: Part II,Adventure,125000000,381011219,Play,2011
7807,11/18/05 0:00,Harry Potter and the Goblet of Fire,Adventure,150000000,290013036,,2005
7808,11/18/05 0:00,Harry Potter and the Goblet of Fire (IMAX),,,0,,2005
7809,7/15/09 0:00,Harry Potter and the Half-Blood Prince,Adventure,250000000,301959197,Play,2009
7810,7/11/07 0:00,Harry Potter and the Order of the Phoenix,Adventure,150000000,292004738,,2007
7811,6/4/04 0:00,Harry Potter and the Prisoner of Azkaban,Adventure,130000000,249538952,,2004
7812,11/16/01 0:00,Harry Potter and the Sorcerer's Stone,Adventure,125000000,317575550,,2001
7813,11/10/06 0:00,Harsh Times,Drama,2000000,3337931,,2006
7814,2/15/02 0:00,Hart's War,Drama,70000000,19076815,,2002
7815,11/24/65 0:00,Harum Scarum,Comedy,,1500000,,1965
7816,11/19/08 0:00,Harvard Beats Yale,Documentary,,268431,,2008
7817,5/17/02 0:00,Harvard Man,Drama,5500000,56653,,2002
7818,3/12/99 0:00,Harvest,,,5000,,1999
7819,5/6/11 0:00,Harvest,Drama,,24657,,2011
7820,7/29/11 0:00,The Harvest/La Cosecha,Documentary,,3709,,2011
7821,9/28/12 0:00,Harvest of Empire,Documentary,,79627,,2012
7822,1/1/46 0:00,The Harvey Girls,,,4100000,,1946
7823,9/15/00 0:00,Harvey Milk,,,13561,,2000
7824,2/7/14 0:00,Hasee Toh Phasee,Romantic Comedy,,336985,,2014
7825,3/16/07 0:00,Hat Trick,Drama,,24502,,2007
7826,5/24/62 0:00,Hatari!,,,12923077,,1962
7827,9/7/07 0:00,Hatchet,Horror,,175281,,2007
7828,10/1/10 0:00,Hatchet II,Horror,,62000,Play,2010
7829,6/14/13 0:00,Hatchet III,Horror,,0,,2013
7830,9/23/05 0:00,Hate Crime,Thriller/Suspense,,40981,,2005
7831,4/11/14 0:00,Hateship Loveship,Drama,,0,,2014
7832,6/5/12 0:00,Hatfields & McCoys: Bad Blood,Drama,,0,,2012
7833,10/19/12 0:00,Hating Breitbart,Documentary,,96728,,2012
7834,3/28/08 0:00,Hats Off,Documentary,,31272,,2008
7835,4/13/07 0:00,Hatsuj̫ kateiky̫shi: sensei no aijiru,Comedy,,5383,,2007
7836,3/7/14 0:00,Haunt,Horror,,0,,2014
7837,5/6/11 0:00,Haunted 3-D,Horror,,0,,2011
7838,10/13/09 0:00,The Haunted Airman,,,0,,2009
7839,3/2/01 0:00,Haunted Castle,Adventure,,13651656,,2001
7840,12/31/09 0:00,Haunted Echoes,,,0,,2009
7841,7/25/86 0:00,Haunted Honeymoon,Comedy,,8033397,,1986
7842,4/18/14 0:00,A Haunted House 2,Comedy,,0,Play,2014
7843,1/11/13 0:00,A Haunted House,Comedy,2500000,40041683,Play,2013
7844,11/26/03 0:00,The Haunted Mansion,Comedy,,75817994,,2003
7845,12/31/07 0:00,"Haunted Samurai, The",,,0,,2007
7846,7/5/89 0:00,Haunted Summer,,,10000,,1989
7847,10/18/13 0:00,Haunter,Horror,,0,,2013
7848,2/1/13 0:00,A Haunting in Connecticut 2: The Ghosts of Georgia,Horror,,0,,2013
7849,3/27/09 0:00,The Haunting in Connecticut,Horror,,55389516,,2009
7850,10/4/11 0:00,A Haunting in Salem,,,0,,2011
7851,10/31/08 0:00,The Haunting of Molly Hartley,Thriller/Suspense,,13442412,,2008
7852,2/9/90 0:00,The Haunting of Morella,Horror,,599951,,1990
7853,9/29/09 0:00,Haunting of Winchester House,,,0,,2009
7854,7/23/99 0:00,The Haunting,Horror,80000000,91188905,,1999
7855,12/31/63 0:00,The Haunting (1963),Drama,,0,,1963
7856,6/10/05 0:00,Hauru no ugoku shiro,Adventure,,4710455,,2005
7857,12/31/12 0:00,Das Haus der Krokodile,Adventure,,0,,2012
7858,11/14/08 0:00,Das Haus der schlafenden Sch̦nen,Drama,,4509,,2008
7859,1/15/10 0:00,Hausu,,,210400,,2010
7860,6/19/98 0:00,Hav Plenty,Comedy,650000,2301777,,1998
7861,3/1/13 0:00,Hava Nagila: The Movie,Documentary,,368724,,2013
7862,12/12/90 0:00,Havana,Drama,,9200339,,1990
7863,2/27/04 0:00,Havana Nights: Dirty Dancing 2,Drama,,14140215,,2004
7864,10/26/10 0:00,Have a Laugh: Volume One,Comedy,,0,,2010
7865,10/26/10 0:00,Have a Laugh: Volume Two,Comedy,,0,,2010
7866,12/31/11 0:00,"Have Gun, Will Travel",Action,,0,,2011
7867,9/15/06 0:00,Haven,Drama,,142483,,2006
7868,11/29/05 0:00,Havoc,Drama,,0,,2005
7869,10/21/11 0:00,Le Havre,Drama,5500000,611709,,2011
7870,10/10/66 0:00,Hawaii,,15000000,34562222,,1966
7871,12/31/70 0:00,The Hawaiians,,,0,,1970
7872,8/15/03 0:00,Hawayein,,,409978,,2003
7873,3/30/07 0:00,The Hawk is Dying,Drama,,7006,,2007
7874,2/4/14 0:00,Hawking,Documentary,,0,,2014
7875,1/20/12 0:00,Haywire,Thriller/Suspense,23000000,18942396,Play,2012
7876,5/1/98 0:00,He Got Game,Drama,25000000,21567853,,1998
7877,12/31/11 0:00,He Heard My Cry,,,0,,2011
7878,8/29/80 0:00,He Knows You're Alone,Horror,,4875436,,1980
7879,5/30/03 0:00,He ni zai yi qi,Drama,,1145190,,2003
7880,5/10/13 0:00,He's Way More Famous Than You,Comedy,,0,,2013
7881,2/22/91 0:00,"He Said, She Said",Romantic Comedy,,9684702,,1991
7882,12/31/45 0:00,He Snoops to Conquer,,,0,,1945
7883,11/30/07 0:00,He Was a Quiet Man,Black Comedy,,2431,,2007
7884,4/21/09 0:00,He Who Finds a Wife,,,0,,2009
7885,6/25/97 0:00,Head Above Water,,,32212,,1997
7886,9/21/12 0:00,Head Games,Documentary,,14056,,2012
7887,9/17/04 0:00,Head in the Clouds,Drama,,398179,,2004
7888,3/28/03 0:00,Head of State,Comedy,35200000,37788228,,2003
7889,1/3/86 0:00,Head Office,Comedy,,3393807,,1986
7890,8/13/99 0:00,Head On,,,378667,,1999
7891,2/2/01 0:00,Head Over Heels,Romantic Comedy,14000000,10397365,,2001
7892,9/28/12 0:00,Fon tok kuen fah,Thriller/Suspense,,1373,,2012
7893,3/26/93 0:00,Hear No Evil,Thriller/Suspense,,5270563,,1993
7894,3/9/12 0:00,He'arat Shulayim,Drama,,2007451,,2012
7895,8/13/93 0:00,Heart and Souls,Comedy,,16479685,,1993
7896,1/18/80 0:00,Heart Beat,Drama,,954046,,1980
7897,2/2/90 0:00,Heart Condition,Comedy,,4134992,,1990
7898,3/10/06 0:00,The Heart is Deceitful Above All Things,Drama,,29058,,2006
7899,12/31/12 0:00,Heart Land,Comedy,,0,,2012
7900,4/1/83 0:00,Heart Like a Wheel,,,0,,1983
7901,8/25/89 0:00,Heart of Dixie,,,1093011,,1989
7902,9/17/99 0:00,Heart of Light,,,0,,1999
7903,6/13/03 0:00,The Heart of Me,,7000000,196067,,2003
7904,3/3/89 0:00,Heart of Midnight,,,113000,,1989
7905,12/3/13 0:00,Heart of the Country,Drama,,0,,2013
7906,6/9/06 0:00,The Heart of the Game,Documentary,,444687,,2006
7907,12/31/11 0:00,Heart-Shaped Box,Thriller/Suspense,,0,,2011
7908,1/14/11 0:00,The Heart Specialist,Romantic Comedy,,1103037,,2011
7909,12/18/81 0:00,Heartbeeps,Comedy,10000000,6000000,,1981
7910,9/6/02 0:00,Heartbreak Hospital,,,1480,,2002
7911,9/30/88 0:00,Heartbreak Hotel,Comedy,,5509417,,1988
7912,12/31/07 0:00,"Heartbreak Hotel (2007, Sweden)",,,0,,2007
7913,10/5/07 0:00,The Heartbreak Kid,Romantic Comedy,,36787257,,2007
7914,12/5/86 0:00,Heartbreak Ridge,Action,,42724017,,1986
7915,3/23/01 0:00,Heartbreakers,Comedy,38000000,40334024,,2001
7916,9/28/84 0:00,Heartbreakers,Drama,,104125,,1984
7917,7/25/86 0:00,Heartburn,Comedy,,25314289,,1986
7918,8/21/81 0:00,Heartland,Drama,,0,,1981
7919,11/19/10 0:00,Heartless,Horror,,3697,,2010
7920,1/1/74 0:00,Hearts and Minds,Documentary,,28287,,1974
7921,9/28/01 0:00,Hearts in Atlantis,Drama,31000000,24185781,,2001
7922,12/31/06 0:00,Hearty Paws,,,0,,2006
7923,12/15/95 0:00,Heat,Drama,,67436818,,1995
7924,3/13/87 0:00,Heat,Action,,34493095,,1987
7925,9/15/83 0:00,Heat and Dust,Drama,,903037,,1983
7926,6/28/13 0:00,The Heat,Comedy,43000000,159581587,Play,2013
7927,1/17/86 0:00,Heathcliff: The Movie,Comedy,,2091504,,1986
7928,12/31/10 0:00,Heathens and Thieves,,,0,,2010
7929,3/31/89 0:00,Heathers,,,927114,,1989
7930,4/30/99 0:00,Heaven,,,1983,,1999
7931,10/4/02 0:00,Heaven,Thriller/Suspense,,774317,,2002
7932,3/29/11 0:00,Heaven Ain't Hard to Find,Drama,,0,,2011
7933,12/25/93 0:00,Heaven & Earth,Drama,,5840300,,1993
7934,12/31/11 0:00,Heaven and Earth,Drama,,0,,2011
7935,6/28/78 0:00,Heaven Can Wait,Comedy,,98800000,,1978
7936,2/8/85 0:00,Heaven Help Us,Comedy,,6070794,,1985
7937,4/16/14 0:00,Heaven is for Real,Drama,,0,Play,2014
7938,12/31/10 0:00,Heaven's Rain,Drama,,0,,2010
7939,2/1/85 0:00,Heavenly Bodies,Drama,,1567386,,1985
7940,11/16/94 0:00,Heavenly Creatures,Drama,,3046086,,1994
7941,7/26/85 0:00,The Heavenly Kid,Romantic Comedy,,3852271,,1985
7942,4/3/98 0:00,Heaven's Burning,,,5000,,1998
7943,1/29/13 0:00,Heaven's Door,,,0,,2013
7944,11/19/80 0:00,Heaven's Gate,,44000000,3484331,,1980
7945,5/17/96 0:00,Heaven's Prisoners,Drama,,4912939,,1996
7946,6/5/96 0:00,Heavy,Drama,,852362,,1996
7947,8/7/81 0:00,Heavy Metal,Adventure,9300000,19571091,,1981
7948,12/31/11 0:00,heavy Metal,Multiple Genres,,0,,2011
7949,5/23/08 0:00,Heavy Metal in Baghdad,Documentary,,4070,,2008
7950,12/21/10 0:00,The Heavy,Thriller/Suspense,,0,,2010
7951,2/17/95 0:00,Heavy Weights,Comedy,,17671310,,1995
7952,12/19/03 0:00,The Hebrew Hammer,,1300000,77755,,2003
7953,11/30/12 0:00,Hecho en M̩xico,Documentary,,151133,Play,2012
7954,7/20/01 0:00,Hedwig and the Angry Inch,Musical,6000000,3067312,,2001
7955,11/13/09 0:00,Heer Ranjha,Drama,,0,,2009
7956,12/31/07 0:00,Hei Wong Ji Wong,,,18361,,2007
7957,5/9/07 0:00,Hei yan quan,Drama,,19136,,2007
7958,11/19/82 0:00,Heidi's Song,Adventure,,4269402,,1982
7959,6/17/05 0:00,Heights,Drama,,1158405,,2005
7960,12/31/10 0:00,Heiran,Drama,,0,,2010
7961,11/9/01 0:00,Heist,Action,35000000,23483357,,2001
7962,12/31/89 0:00,The Heist,Thriller/Suspense,,0,,1989
7963,5/12/00 0:00,Held Up,Comedy,8000000,4714090,,2000
7964,12/31/08 0:00,Helen,Drama,,0,,2008
7965,11/12/10 0:00,Helena From the Wedding,Drama,,2692,,2010
7966,12/7/12 0:00,Heleno,Drama,,0,,2012
