,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,index,id,imdb_id,Rating,Title,Year,Unnamed: 0_y,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,binary,test,clean_test,domgross,intgross,budget_2013$,domgross_2013$,intgross_2013$,producer,writer,box_office,parental_rating,production_company,adjusted_box_office,Multiple genres,producer percentage,writer percentage,director percentage
4266,4266,4266,4266,4266,4266,6795,368794,1,I&#39;m Not There.,2007,2381, Black and White,Todd Haynes,231,135,162,228,Heath Ledger,23000,4001121,Biography||Drama||Music,Christian Bale,48346,36398,Tyrone Benskin,0,|1960s||actor||horseback riding||reporter||riding the rails|,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,230,English,Germany,R,20000000,13000,7,2.35,0,FAIL,notalk,notalk,,,,,,Philippe Aigle,Todd Haynes,"$431,000,000",PG,20th Century Fox,383531295.5,,,,
4267,4267,4267,4267,4267,4267,476,496806,1,Ocean's Thirteen,2007,445,Color,Steven Soderbergh,238,122,0,11000,Matt Damon,14000,117144465,Crime||Thriller,Al Pacino,256928,43499,Brad Pitt,3,|casino||heist||manmade earthquake||revenge||tunnel boring machine|,http://www.imdb.com/title/tt0496806/?ref_=fn_tt_tt_1,288,English,USA,PG-13,85000000,13000,6.9,2.35,0,FAIL,notalk,notalk,,,,,,Bruce Berman,Brian Koppelman,"$78,864,724",PG-13,Warner Bros. Pictures,70178862.56,,,,
4268,4268,4268,4268,4268,4268,103,825232,1,"Bucket List, The",2007,1124,Color,Rob Reiner,207,97,0,760,Noel Gugliemi,11000,93452056,Adventure||Comedy||Drama,Morgan Freeman,184795,14868,Sean Hayes,1,|billionaire||friend||hospital||list||mechanic|,http://www.imdb.com/title/tt0825232/?ref_=fn_tt_tt_1,310,English,USA,PG-13,45000000,2000,7.4,1.85,22000,FAIL,notalk,notalk,93466502,174310293,50559457,105013679,195845194,Frank Capra III,Justin Zackham,,,,300858873,,,,
4269,4269,4269,4269,4269,4269,487,385752,3,"Golden Compass, The",2007,26,Color,Chris Weitz,251,113,129,1000,Eva Green,16000,70083519,Adventure||Family||Fantasy,Christopher Lee,149019,24106,Kristin Scott Thomas,2,|children||epic||friend||girl||quest|,http://www.imdb.com/title/tt0385752/?ref_=fn_tt_tt_1,666,English,UK,PG-13,180000000,6000,6.1,2.35,0,PASS,ok,ok,70107728,372234864,230326414,78769081,418222056,Bill Carraro,Chris Weitz,,NOT RATED,,496991137,,,,
4270,4270,4270,4270,4270,4270,3344,446463,3,"Secret, The",2007,,,Vincent Perez,,92,,,,,,Drama||Romance,,,,,,,,,English,France,,,,6.4,,,PASS,ok,ok,,,,,,Luc Besson,Ann Cherkis,,,,0,,,,
4271,4271,4271,4271,4271,4271,842,337978,1,Live Free or Die Hard,2007,293,Color,Len Wiseman,354,128,235,297,Jonathan Sadowski,13000,134520804,Action||Adventure||Thriller,Bruce Willis,336235,13961,Cyril Raffaelli,1,|fbi||hacker||independence day||police||terrorist|,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1,782,English,USA,PG-13,110000000,300,7.2,2.35,0,FAIL,notalk,notalk,134529403,383531464,123589783,151149634,430914277,Stephen J. Eads,Mark Bomback,,,,582063911,,,,
4272,4272,4272,4272,4272,4272,1899,887745,3,How About You,2007,,,Anthony Byrne,,87,,,,,,Comedy||Drama,,,,,,,,,English,Ireland,,,,6.9,,,PASS,ok,ok,,,,,,Paul Brett,Maeve Binchy,,NOT RATED,Strand Releasing,0,,,,
4273,4273,4273,4273,4273,4273,1903,457419,0,Mr. Magorium&#39;s Wonder Emporium,2007,,,Zach Helm,,93,,,,,,Comedy||Family||Fantasy,,,,,,,,,English,USA,,,,6.2,,,FAIL,nowomen,nowomen,,,,,,Joseph Drake,Zach Helm,,,,0,,,,
4274,4274,4274,4274,4274,4274,6828,952682,3,Shotgun Stories,2007,4880,Color,Jeff Nichols,85,92,337,22,Natalie Canerday,35,45661,Drama||Thriller,Michael Abbott Jr.,7148,114,Travis Smith,0,|bare chested male||half brother||indifference||shotgun||violence|,http://www.imdb.com/title/tt0952682/?ref_=fn_tt_tt_1,32,English,USA,PG-13,,32,7.3,2.35,773,PASS,ok,ok,,,,,,David Gordon Green,Jeff Nichols,,PG-13,International Film Circuit,0,,,,
4275,4275,4275,4275,4275,4275,7584,393956,3,Viva,2007,,,Anna Biller,,120,,,,,,Comedy||Drama||Musical||Romance,,,,,,,,,English,USA,,,,6,,,PASS,ok,ok,,,,,,Anna Biller,Anna Biller,,R,Cult Epics,0,,,,
4276,4276,4276,4276,4276,4276,1939,983213,1,5 Centimeters Per Second,2007,,,Makoto Shinkai,,63,,,,,,Animation||Drama||Romance,,,,,,,,,Japanese,Japan,,,,7.8,,,FAIL,notalk,notalk,,,,,,Jin Ho Chung,Makoto Shinkai,,TV-PG,CoMix Wave,0,,,,
4277,4277,4277,4277,4277,4277,3012,466839,3,I Could Never Be Your Woman,2007,,,Amy Heckerling,,97,,,,,,Comedy||Drama||Romance,,,,,,,,,English,USA,,,,6,,,PASS,ok,ok,,,,,,Karinne Behr,Amy Heckerling,,PG-13,Freestyle Releasing/Bauer Martinez Enter,0,,,,
4278,4278,4278,4278,4278,4278,3774,923985,0,We Are the Strange,2007,,,M. dot Strange,,88,,,,,,Animation||Action||Adventure||Fantasy,,,,,,,,,English,USA,,,,5.5,,,FAIL,nowomen,nowomen,,,,,,M. dot Strange,M. dot Strange,,NOT RATED,eOne Entertainment Distribution,0,,,,
4279,4279,4279,4279,4279,4279,4886,860866,3,Far North,2007,,,Asif Kapadia,,89,,,,,,Crime||Drama||Romance||Thriller,,,,,,,,,English,UK,,,,6.2,,,PASS,ok,ok,,,,,,Petter J. Borgli,Asif Kapadia,,R,Image Entertainment,0,,,,
4280,4280,4280,4280,4280,4280,177,469494,0,There Will Be Blood,2007,1974,Color,Paul Thomas Anderson,398,158,0,104,Paul F. Tompkins,272,40218903,Drama||History,Jim Meskimen,372990,533,Kevin Breznahan,0,|alcoholic||alcoholism||money||oil||turn of the century|,http://www.imdb.com/title/tt0469494/?ref_=fn_tt_tt_1,1107,English,USA,R,25000000,111,8.1,2.35,16000,FAIL,nowomen,nowomen,40222514,77208711,28088587,45191743,86747344,Paul Thomas Anderson,Paul Thomas Anderson,"$40,133,435",R,Paramount Vantage,131939087,,,,
4281,4281,4281,4281,4281,4281,4153,923752,1,"King of Kong: A Fistful of Quarters, The",2007,,,Seth Gordon,,79,,,,,,Documentary||Biography||Sport,,,,,,,,,English,USA,,,,8.2,,,FAIL,notalk,notalk,,,,,,Beau Bauman,Seth Gordon,,,,0,,,,
4282,4282,4282,4282,4282,4282,188,427327,3,Hairspray,2007,568,Color,Adam Shankman,219,117,163,260,Elijah Kelley,719,118823091,Comedy||Drama||Family||Music||Musical||Romance,Jerry Stiller,98693,1673,Paul Dooley,9,|audition||best friend||dance||friend||tv dance show|,http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1,401,English,USA,PG,75000000,339,6.7,2.35,0,PASS,ok,ok,118871849,202871849,84265761,133557691,227935344,Michael Disco,Leslie Dixon,"$118,823,091",PG,New Line Cinema,361493035,,,,
4283,4283,4283,4283,4283,4283,4162,498399,0,We Own the Night,2007,1841,Color,James Gray,222,117,115,97,Oleg Taktarov,3000,28563179,Crime||Drama||Thriller,Robert Duvall,72693,3681,Antoni Corone,4,|arrest||drugs||loyalty||raid||violence|,http://www.imdb.com/title/tt0498399/?ref_=fn_tt_tt_1,199,English,USA,R,21000000,327,6.9,1.85,0,FAIL,nowomen,nowomen,28563179,55307857,31459218,32091974,62140782,Marc Butan,James Gray,"$27,600,000",R,Sony/Columbia,94232756,,,,
4284,4284,4284,4284,4284,4284,7251,443706,1,Zodiac,2007,470,Color,David Fincher,377,157,21000,495,Jake Gyllenhaal,21000,33048353,Crime||Drama||History||Mystery||Thriller,Robert Downey Jr.,301279,36928,Anthony Edwards,0,|cartoonist||reporter||serial killer||zodiac||zodiac killer|,http://www.imdb.com/title/tt0443706/?ref_=fn_tt_tt_1,589,English,USA,R,65000000,15000,7.7,2.35,12000,FAIL,notalk,notalk,,,,,,Ceí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œn Chaffin,James Vanderbilt,"$33,000,000",R,Paramount Pictures,29365505.22,,,,
4285,4285,4285,4285,4285,4285,3069,765443,3,Eastern Promises,2007,1056,Color,David Cronenberg,356,100,0,509,Naomi Watts,10000,17114882,Crime||Drama||Mystery||Thriller,Viggo Mortensen,189249,17211,Raza Jaffrey,1,|male pubic hair||pubic hair||russian||sex scene||turkish bath|,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1,398,English,UK,R,25000000,6000,7.7,1.85,0,PASS,ok,ok,17181265,55367342,56177174,19303898,62207616,Jeff Abberley,Steven Knight,"$17,114,882",R,Focus Features,81511514,,,,
4286,4286,4286,4286,4286,4286,1671,909010,3,"Bad Mother&#39;s Handbook, The",2007,,,Robin Sheppard,,71,,,,,,Comedy||Drama,,,,,,,,,English,UK,,,,6.6,,,PASS,ok,ok,,,,,,Abi Bach,Kate Long,,,,0,,,,
4287,4287,4287,4287,4287,4287,6578,784972,2,"Brothers Solomon, The",2007,3273,Color,Bob Odenkirk,51,93,0,622,Lee Majors,966,900926,Comedy,Jenna Fischer,9517,3307,Will Forte,2,|antarctica||coma||neighbor||phd||pregnancy|,http://www.imdb.com/title/tt0784972/?ref_=fn_tt_tt_1,46,English,USA,R,10000000,799,5.3,1.85,319,FAIL,men,men,,,,,,Matt Berenson,Will Forte,,,,0,,,,
4288,4288,4288,4288,4288,4288,4963,486651,3,Dark Mirror,2007,,,Pablo Proenza,,86,,,,,,Horror||Thriller,,,,,,,,,English,USA,,,,4.8,,,PASS,ok,ok,,,,,,Sunday Boling,Pablo Proenza,,NOT RATED,IFC Films,0,,,,
4289,4289,4289,4289,4289,4289,6603,479500,3,Nancy Drew,2007,2291,Color,Andrew Fleming,93,99,26,650,Laura Harring,720,25584685,Comedy||Crime||Family||Mystery||Romance||Thriller,Kay Panabaker,15877,3327,Tate Donovan,5,|chase||clue||detective||movie star||murder|,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,102,English,USA,PG,20000000,669,5.9,2.35,590,PASS,ok,ok,,,,,,Susan Ekins,Andrew Fleming,"$25,498,513",PG,Warner Bros. Pictures,22690203.53,,,,
4290,4290,4290,4290,4290,4290,3129,450188,3,La vie en rose,2007,,,Olivier Dahan,,140,,,,,,Biography||Drama||Music||Romance,,,,,,,,,French,France,,,,7.6,,,PASS,ok,ok,,,,,,Timothy Burrill,Isabelle Sobelman,,PG-13,,0,,,,
4291,4291,4291,4291,4291,4291,4984,804516,3,P2,2007,,,Franck Khalfoun,,98,,,,,,Crime||Horror||Thriller,,,,,,,,,English,USA,,,,5.9,,,PASS,ok,ok,,,,,,Alexandre Aja,Alexandre Aja,"$3,950,874",R,Summit Entertainment,3515739.73,,,,
4292,4292,4292,4292,4292,4292,652,419887,0,"Kite Runner, The",2007,2323,Color,Marc Forster,201,128,395,161,Shaun Toub,283,15797907,Drama,Mustafa Haidari,68119,904,Khalid Abdalla,0,|afghanistan||based on novel||boy||friend||kite|,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1,230,Dari,USA,PG-13,20000000,206,7.6,2.35,0,FAIL,nowomen,nowomen,15800078,74180745,22470870,17752075,83345293,William Horberg,David Benioff,,,,101097368,,,,
4293,4293,4293,4293,4293,4293,1715,862856,3,Trick &#39;r Treat,2007,,,Michael Dougherty,,82,,,,,,Horror||Thriller,,,,,,,,,English,USA,,,,6.8,,,PASS,ok,ok,,,,,,Ashok Amritraj,Michael Dougherty,,R,Fine Line Features,0,,,,
4294,4294,4294,4294,4294,4294,6631,814106,2,Flatland: The Movie,2007,,,Dano Johnson,,34,,,,,,Animation||Short,,,,,,,,,English,USA,,,,6.2,,,FAIL,men,men,,,,,,Seth Caplan,Edwin A. Abbott,,,,0,,,,
4295,4295,4295,4295,4295,4295,7714,1007920,3,Barbie Fairytopia: Magic of the Rainbow,2007,,,William Lau,,75,,,,,,Animation||Family||Fantasy||Romance,,,,,,,,,English,USA,,,,6,,,PASS,ok,ok,,,,,,Luke Carroll,,,TV-Y,Universal Studios,0,,,,
4296,4296,4296,4296,4296,4296,7349,807721,3,Meduzot,2007,,,Shira Geffen,,78,,,,,,Drama,,,,,,,,,Hebrew,Israel,,,,7.1,,,PASS,ok,ok,,,,,,Yael Fogiel,Shira Geffen,,UNRATED,Zeitgeist Films,0,,,,
4297,4297,4297,4297,4297,4297,1741,996605,3,Love Songs,2007,,,Christophe Honorí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ©,,91,,,,,,Drama||Musical||Romance,,,,,,,,,French,France,,,,7.2,,,PASS,ok,ok,,,,,,Paulo Branco,Christophe Honorí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ©,,UNRATED,IFC First Take,0,,,,
4298,4298,4298,4298,4298,4298,5028,815178,3,"Life Before Her Eyes, The",2007,3062,Color,Vadim Perelman,78,90,26,350,Lynn Cohen,797,303439,Drama||Mystery||Thriller,Eva Amurri Martino,12125,2073,Brett Cullen,2,|best friend||nonlinear timeline||school shooting||self sacrifice||shooting|,http://www.imdb.com/title/tt0815178/?ref_=fn_tt_tt_1,78,English,USA,R,8000000,474,6.4,2.35,1000,PASS,ok,ok,,,,,,Chase Bailey,Laura Kasischke,,,,0,,,,
4299,4299,4299,4299,4299,4299,1045,496436,1,White Noise 2: The Light,2007,3305,Color,Patrick Lussier,62,99,71,126,Craig Fairbrass,298,,Drama||Fantasy||Horror||Thriller,Teryl Rothery,11285,934,Adrian Holmes,0,|angry spirit||aura||electronic voice phenomena||electronics||near death experience|,http://www.imdb.com/title/tt0496436/?ref_=fn_tt_tt_1,82,English,USA,PG-13,10000000,258,5.7,2.35,509,FAIL,notalk,notalk,0,8243567,11235435,0,9262006,Paul Brooks,Matt Venne,,PG-13,Universal Studios,9262006,,,,
4300,4300,4300,4300,4300,4300,5042,425430,3,"Messengers, The",2007,5086,,Danny Pang,,90,,,,,,Horror||Mystery||Thriller,,,,,,,,,English,USA,,,,5.4,,,PASS,ok,ok,35374833,53774833,17976696,39745163,60418363,Lou Arkoff,Mark Wheaton,,,,100163526,,,,
4301,4301,4301,4301,4301,4301,335,486655,3,Stardust,2007,646,Color,Matthew Vaughn,228,127,905,271,David Kelly,15000,38345403,Adventure||Family||Fantasy||Romance,Henry Cavill,212085,16034,Nathaniel Parker,8,|king||magic||one word title||pirate||village|,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,492,English,UK,PG-13,70000000,588,7.7,2.35,15000,PASS,ok,ok,38634938,135556675,78648044,43408033,152303819,Lorenzo di Bonaventura,Jane Goldman,"$38,226,458",PG-13,Paramount Pictures,195711852,,,,
4302,4302,4302,4302,4302,4302,7395,765429,1,American Gangster,2007,318,Color,Ridley Scott,300,157,0,561,Ruby Dee,18000,130127620,Biography||Crime||Drama||Thriller,Denzel Washington,324671,20354,RZA,0,|death||heroin||popcorn||smuggling||vietnam|,http://www.imdb.com/title/tt0765429/?ref_=fn_tt_tt_1,458,English,USA,R,100000000,782,7.8,1.85,0,FAIL,notalk,notalk,,,,,,Sarah Bowen,Steven Zaillian,"$130,127,620",R,Universal Pictures,115795857.7,,,,
4303,4303,4303,4303,4303,4303,2472,804452,3,Bratz,2007,,,Sean McNamara,,110,,,,,,Comedy||Family||Music,,,,,,,,,English,USA,,,,2.9,,,PASS,ok,ok,,,,,,Avi Arad,Susan Estelle Jansen,"$9,882,053",PG,Lions Gate Films,8793681.181,,,,
4304,4304,4304,4304,4304,4304,351,425112,1,Hot Fuzz,2007,2623,Color,Edgar Wright,285,121,1000,108,Joe Cornish,175,23618786,Action||Comedy||Mystery,Bill Bailey,352695,485,Billie Whitelaw,1,|accident||conspiracy||police||police officer||village|,http://www.imdb.com/title/tt0425112/?ref_=fn_tt_tt_1,687,English,UK,R,8000000,115,7.9,2.35,17000,FAIL,notalk,notalk,23618786,81742618,17976696,26536733,91841386,Karen Beever,Edgar Wright,"$23,618,786",R,Rogue Pictures/Focus Features,118378119,,,,
4305,4305,4305,4305,4305,4305,2130,389722,2,30 Days of Night,2007,1707,Color,David Slade,304,113,171,63,Mark Rendall,430,39568996,Horror||Thriller,Danny Huston,138435,814,Megan Franich,0,|alaska||small town||snow||vampire||winter|,http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1,527,English,USA,R,32000000,72,6.6,2.35,0,FAIL,men,men,39568996,80276156,33706305,44457488,90193752,Ted Adams,Steve Niles,"$39,568,996",R,Sony Pictures/Columbia,134651240,,,,
4306,4306,4306,4306,4306,4306,3604,758753,2,If I Had Known I Was a Genius,2007,,,Dominique Wirtschafter,,102,,,,,,Comedy||Drama,,,,,,,,,English,USA,,,,5,,,FAIL,men,men,,,,,,Mike Crawford,Markus Redmond,,R,,0,,,,
4307,4307,4307,4307,4307,4307,1799,1032856,1,"Band&#39;s Visit, The",2007,,,Eran Kolirin,,87,,,,,,Comedy||Drama||Music||Romance,,,,,,,,,Hebrew,Israel,,,,7.6,,,FAIL,notalk,notalk,,,,,,Ehud Bleiberg,Eran Kolirin,,TV-MA,,0,,,,
4308,4308,4308,4308,4308,4308,7,1028528,3,Death Proof,2007,,,Quentin Tarantino,,114,,,,,,Thriller,,,,,,,,,English,USA,,,,7.1,,,PASS,ok,ok,,,,,,Elizabeth Avellan,Quentin Tarantino,,NOT RATED,The Weinstein Co./Dimension,0,,,,
4309,4309,4309,4309,4309,4309,11,435705,2,Next,2007,,,Lee Tamahori,,96,,,,,,Action||Sci-Fi||Thriller,,,,,,,,,English,USA,,,,6.2,,,FAIL,men,men,,,,,,Nicolas Cage,Gary Goldman,"$17,993,461",PG-13,Paramount Pictures,16011729.48,,,,
4310,4310,4310,4310,4310,4310,7079,809533,3,Las 13 rosas,2007,,,Emilio Martí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ_nez Lí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œzaro,,100,,,,,,Drama,,,,,,,,,Spanish,Spain,,,,6.8,,,PASS,ok,ok,,,,,,Carlos Bernases,Pedro Costa,,,,0,,,,
4311,4311,4311,4311,4311,4311,5451,465602,1,Shut em up,2007,,,Michael Davis,,86,,,,,,Action||Comedy||Crime||Thriller,,,,,,,,,English,USA,,,,6.7,,,FAIL,notalk,notalk,,,,,,Rick Benattar,Michael Davis,,,,0,,,,
4312,4312,4312,4312,4312,4312,4728,816530,3,Imprint,2007,,,Michael Linn,,84,,,,,,Drama||Thriller,,,,,,,,,English,USA,,,,6,,,PASS,ok,ok,,,,,,Toby Brusseau,Michael Linn,,PG-13,Linn Productions,0,,,,
4313,4313,4313,4313,4313,4313,3629,856288,3,Inside,2007,,,Alexandre Bustillo,,82,,,,,,Horror,,,,,,,,,French,France,,,,6.8,,,PASS,ok,ok,,,,,,Priscilla Bertin,Julien Maury,,R,The Weinstein Company,0,,,,
4314,4314,4314,4314,4314,4314,2170,758766,3,Music and Lyrics,2007,1301,Color,Marc Lawrence,175,96,30,664,Scott Porter,799,50562555,Comedy||Music||Romance,Brad Garrett,81334,2787,Haley Bennett,4,|love||lyricist||singer||singing||song|,http://www.imdb.com/title/tt0758766/?ref_=fn_tt_tt_1,291,English,USA,PG-13,,690,6.5,1.85,0,PASS,ok,ok,50572589,145021477,44941739,56820503,162937935,Bruce Berman,Marc Lawrence,"$50,400,000",PG-13,Warner Bros. Pictures,219758438,,,,
4315,4315,4315,4315,4315,4315,1466,970472,3,Vexille,2007,,,Fumihiko Sori,,109,,,,,,Animation||Action||Sci-Fi,,,,,,,,,Japanese,Japan,,,,6.9,,,PASS,ok,ok,,,,,,Justin Cook,Fumihiko Sori,,PG-13,The Bigger Picture,0,,,,
4316,4316,4316,4316,4316,4316,6735,796302,3,"Babysitters, The",2007,,,David Ross,,88,,,,,,Drama,,,,,,,,,English,USA,,,,5.7,,,PASS,ok,ok,,,,,,Ilan Arboleda,David Ross,,,,0,,,,
4317,4317,4317,4317,4317,4317,766,431308,3,P.S. I Love You,2007,1691,Color,Richard LaGravenese,131,126,98,37,Harry Connick Jr.,18000,53680848,Drama||Romance,Gerard Butler,167967,18726,Nellie McKay,1,|birthday||friendship||hairy chest||letter||widow|,http://www.imdb.com/title/tt0431308/?ref_=fn_tt_tt_1,243,English,USA,PG-13,30000000,631,7.1,1.85,20000,PASS,ok,ok,,,,,,Wendy Finerman,Richard LaGravenese,,PG-13,,0,,,,
4318,4318,4318,4318,4318,4318,3646,1038988,3,[Rec],2007,4278,Color,Jaume Balaguerí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ_,252,78,57,7,Pablo Rosso,120,,Horror||Mystery||Thriller,Manuela Velasco,131462,145,Carlos Lasarte,0,|apartment building||character's point of view camera shot||fire station||subjective camera||television reporter|,http://www.imdb.com/title/tt1038988/?ref_=fn_tt_tt_1,374,Spanish,Spain,R,1500000,9,7.5,1.85,15000,PASS,ok,ok,0,27117954,2359441,0,30468201,Carlos Ferní€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œndez,Jaume Balaguerí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œ_,,R,Odeon Sky Filmworks,30468201,,,,
4319,4319,4319,4319,4319,4319,4757,896986,1,La torre de Suso,2007,,,Tom Ferní€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œndez,,95,,,,,,Comedy,,,,,,,,,Spanish,Spain,,,,6.5,,,FAIL,notalk,notalk,,,,,,Eva Garrido,Tom Ferní€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œí€Œ€í‰Œ€í€Œ‰í‰Œëí€Œ€í‰Œ€í€Œ‰í‰Œˆí€Œ€í‰Œ€í€Œ‰í‰Œ«í€Œ€í‰Œ‰í€Œ‰í‰Œndez,,,,0,,,,
4320,4320,4320,4320,4320,4320,4762,435528,2,Whisper,2007,,,Stewart Hendler,,94,,,,,,Crime||Drama||Horror||Thriller,,,,,,,,,English,USA,,,,5.8,,,FAIL,men,men,,,,,,Paul Brooks,Christopher Borrelli,,R,Universal Pictures,0,,,,
4321,4321,4321,4321,4321,4321,6759,808230,2,Les deux mondes,2007,,,Daniel Cohen,,105,,,,,,Comedy||Fantasy,,,,,,,,,French,France,,,,5.6,,,FAIL,men,men,,,,,,Jeremy Burdek,Daniel Cohen,,,Christal Films,0,,,,
4322,4322,4322,4322,4322,4322,7121,871197,1,&quot;Masters of Horror&quot; Right to Die,2007,,,Rob Schmidt,,58,,,,,,Horror,,,,,,,,,English,USA,,,,6.4,,,FAIL,notalk,notalk,,,,,,Keith Addis,John Esposito,,,,0,,,,
4323,4323,4323,4323,4323,4323,7125,817402,3,&quot;Masters of Horror&quot; We All Scream for Ice Cream,2007,,,Tom Holland,,57,,,,,,Horror,,,,,,,,,English,USA,,,,5.2,,,PASS,ok,ok,,,,,,Keith Addis,Mick Garris,,,,0,,,,
4324,4324,4324,4324,4324,4324,7129,854548,3,&quot;Masters of Horror&quot; The Washingtonians,2007,,,Peter Medak,,57,,,,,,Horror,,,,,,,,,English,USA,,,,5.5,,,PASS,ok,ok,,,,,,Keith Addis,Mick Garris,,,,0,,,,
4325,4325,4325,4325,4325,4325,462,455805,3,Then She Found Me,2007,,,Helen Hunt,,100,,,,,,Comedy||Drama||Romance,,,,,,,,,English,USA,,,,6,,,PASS,ok,ok,,,,,,John F. Anderson,Alice Arlen,"$3,728,972",R,ThinkFilm,3318277.174,,,,
4326,4326,4326,4326,4326,4326,1524,810868,2,Free Rainer,2007,,,Hans Weingartner,,130,,,,,,Comedy||Drama,,,,,,,,,German,Austria,,,,6.7,,,FAIL,men,men,,,,,,Barbara Albert,Katharina Held,,,StudioCanal,0,,,,
4327,4327,4327,4327,4327,4327,2581,401997,1,Breach,2007,,,Billy Ray,,110,,,,,,Biography||Crime||Drama||History||Thriller,,,,,,,,,English,USA,,,,7,,,FAIL,notalk,notalk,,,,,,William Horberg,Adam Mazer,"$32,958,840",PG-13,Universal Studios,29328878.43,,,,
4328,4328,4328,4328,4328,4328,4800,910847,1,Breakfast with Scot,2007,,,Laurie Lynd,,95,,,,,,Comedy||Drama||Music||Romance||Sport,,,,,,,,,English,Canada,,,,6.8,,,FAIL,notalk,notalk,,,,,,Paul Brown,Michael Downing,,PG-13,Regent Releasing/here! Films,0,,,,
4329,4329,4329,4329,4329,4329,7153,838192,3,Reine Geschmacksache,2007,,,Ingo Rasper,,105,,,,,,Comedy||Romance,,,,,,,,,German,Germany,,,,6.8,,,PASS,ok,ok,,,,,,Kristine Knudsen,Ingo Rasper,,,,0,,,,
